x,y,err
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,7.293142868797482,33.333333333333336
11,5.726881643181789,0.0
12,4.514874518202317,0.0
13,3.570359400375418,0.0
14,2.8302471349666853,0.0
15,2.2478033735555,0.0
16,1.787886286740391,0.0
17,1.4237493209790546,0.0
18,1.1348357737637844,0.0
19,0.9052213448827782,0.0
20,0.7224916923386429,0.0
21,0.5769192186040508,0.0
22,0.4608502244737641,0.0
23,0.3682428536348952,0.0
24,0.2943149913406774,0.0
25,0.2352735512692179,0.0
26,0.18810479395818944,0.0
27,6.829997791330241,33.333333333333336
28,12.138879997038728,33.333333333333336
29,9.708094831347474,0.0
30,7.7645510725683025,0.0
31,6.2104095402757356,0.0
32,4.96753986997881,0.0
33,3.97352787202071,0.0
34,3.1784997959148487,0.0
35,2.5425934733318125,0.0
36,2.0339427253814164,0.0
37,1.6270696760789045,0.0
38,1.3016016632138194,0.0
39,1.0412467234635798,0.0
40,0.8329752315470417,0.0
41,0.6663660116927127,0.0
42,0.5330837386327011,0.0
43,0.42646118582221887,0.0
44,0.34116523349508115,0.0
45,0.27292980913854603,0.0
46,0.21834232563388598,0.0
47,0.17467288664607694,0.0
48,0.13973768605205605,0.0
49,0.11178974995537173,0.0
50,0.08943154467872225,0.0
