x,y,err
0,0.0,0.8931212896530455
1,1.6666666666666665,0.6925208091667483
2,1.3934426229508194,0.768779912947018
3,2.2764227642276422,0.8862460142372975
4,2.19419324131366,0.8212794997239924
5,1.8705004770578542,0.9655316038171753
6,2.409419996436727,0.757021131762856
7,2.791666282156578,0.7804382149039655
8,3.0707973655528944,0.613841310444112
9,2.3827604961266133,0.6806613657426833
10,2.7366032587709666,0.8311950820398757
11,2.3636537091155243,0.9728971936835689
12,1.8634224637495835,0.6516529385874503
13,2.310396078467315,0.8899666568050567
14,2.038759500335941,0.7762597720012037
15,2.236575629298012,0.7980937673008708
16,1.9835631693363935,0.8372159398641318
17,1.7832418677117097,1.020423183050121
18,2.0301518419062528,0.791053959749881
19,2.226383874831525,0.8139030727645669
20,1.9788237608323191,0.7109294019855231
21,2.386063910593529,1.0316828015076018
22,2.509580240193561,0.8382159773355693
23,2.608129578245776,0.7812185859033922
24,2.486042430392612,0.7812658741001578
25,2.388539259060796,0.7654249325432669
26,2.310643065810096,0.9343572090538341
27,2.0480064395301785,0.6387043961206675
28,2.4390102006383763,0.798359391448634
29,2.1508514372398193,0.8383063345122724
30,2.1206512409661262,0.8104753779687615
31,2.0965018596618346,0.7366428942388465
32,2.2773160923647753,0.8149202808442518
33,2.2218247364315578,1.1484085410284797
34,2.5776041104050753,0.8500886697503437
35,2.6621107122842766,0.8998277532015114
36,2.329602245694096,0.5334905250518995
37,2.0636265555656648,0.7629667463748121
38,1.8508658935239832,0.7472807727701744
39,2.280749856198999,0.5558387760831368
40,1.8245513736156247,0.8728191155311918
41,1.6596270686842887,0.7877792225036853
42,1.527692675957944,0.9110375496663707
43,2.022181063274971,0.7553063171061225
44,1.6177272341711735,1.001679138519072
45,1.294170513030696,0.7322729560559925
46,1.4353403456651408,0.7969110433410703
47,1.1482658745574794,0.8031366088250649
48,1.7186228751548978,0.8714241068668873
49,1.7748991033250863,0.7497990108585137
50,1.6199175130831323,0.6580050543791668
51,1.8959365317305537,0.8269112033559446
52,2.1167508389868006,0.82635360189666
53,2.2934017038915537,0.7725246446443751
54,2.4347220240408567,0.7775434928282657
55,2.747778790517106,0.8368419890378089
56,2.598222584768727,0.718597792091757
57,2.8785787391346007,0.8792340436396597
58,3.102863420951774,0.7261012575728899
59,2.682290092234668,0.779102515394643
60,2.3458316612908985,0.7790150510785754
61,2.4766654573541325,0.7828993844081269
62,1.9813319772259752,0.7855470733251255
63,2.3850658352086302,0.754312485920773
64,2.108052529059648,0.7549923302506133
65,2.086442014566029,0.7963706079518859
66,1.6691534775414585,0.7904911079253273
67,1.5353227476239362,0.7740268187453773
68,1.428258176077244,0.8431630151480345
69,1.3426065267677774,0.9323423272676161
70,1.2740852123940511,0.7828299438513209
71,1.0192681430798713,0.7455714401309493
72,0.8154144972892614,0.5457406762582622
73,1.252331627279565,1.0004287321301586
74,1.6018653206704714,0.7629275298340125
75,1.881492268598341,0.7571766490966416
76,2.1051938225983298,0.6650492734127786
77,1.8841550519764496,0.624545549612981
78,1.9073240420928605,0.7901517406396191
79,2.125859237535471,0.8706712218757937
80,2.3006873924995337,0.7646238058902979
81,2.440549915581167,0.6353569094425352
82,2.3524399316678686,0.843264150917134
83,2.481951946271574,0.9245080359434208
84,2.1855615553012764,0.7353631018000469
85,2.548449245921802,0.79375674319489
86,2.2387593955899336,0.8609966052738919
87,1.7910075151446863,0.8910808605025852
88,2.0328060126891554,0.7540343535622018
89,1.8262448097594493,0.704701468951778
90,1.6609958475567597,0.8048160687196545
91,1.7287966781277295,0.9239317240852851
92,1.9830373427491363,0.8257742126637185
93,1.9864298742019453,0.7403167839574046
94,2.3891438996119048,0.7958162695156002
95,2.3113151196508177,0.8160056626271053
96,2.0490520956163105,0.7389246489390034
97,2.4392416766172405,0.8224259889583895
98,2.351393341271424,0.8433251782929774
99,2.481114673043564,0.7151574281674737
100,2.3848917384191703,0.7922187527705535
101,2.1079133906992267,0.8469533860220599
102,1.8863307125362712,0.8116792556161677
103,1.7090645700142264,0.8316151003346478
104,1.9672516560286153,0.6589715591645087
105,1.973801324823242,0.7455543510883098
106,2.1790410598673615,0.7404435708743987
107,1.9432328478858303,0.9759811028240459
108,1.7545862783035069,0.7890375981045291
109,1.8036690226438792,0.8044213640780745
110,1.8429352181157903,0.7960515864041543
111,1.874348174493072,0.7170550345446982
112,2.299478539599218,0.9960856177901221
113,2.6395828316824215,0.7069844554064051
114,2.51166626534502,0.8606055285737166
115,2.4093330122754297,0.8584999173490847
116,2.5274664098208857,0.8681519014071759
117,2.2219731278555876,0.6571297863920511
118,2.577578502285514,0.6967720868829508
119,2.862062801829079,0.7128405182112764
120,3.0896502414636906,0.7165445569613164
121,3.271720193171226,0.6709149106334724
122,3.217376154536915,0.7339377113379358
123,2.773900923629106,0.657898652913616
124,3.0191207389034735,0.8415170726893358
125,3.0152965911227763,0.7280259041994084
126,3.0122372728982194,0.7610457139415097
127,3.209789818318653,0.7420544395371806
128,3.367831854654972,0.7777574253540507
129,3.4942654837240097,0.8247791823046029
130,3.595412386979228,0.7128331631119893
131,3.0763299095832983,0.6865093362122072
132,3.261063927666663,0.8103035869793141
133,2.8088511421332836,0.84018898583702
134,3.0470809137066466,0.7031055137891551
135,3.2376647309653297,0.7782167335651361
136,2.9901317847722506,0.8064675738391457
137,3.1921054278178085,0.7672446548789982
138,3.3536843422542515,1.0267542318314182
139,3.4829474738034043,0.915778200188127
140,3.5863579790427256,1.071899920083736
141,3.0690863832341715,0.82183685117939
142,3.2552691065873396,0.8520859200549611
143,2.804215285269867,0.7191749927838769
144,3.0433722282158957,0.7045094468300046
145,3.234697782572718,0.767241455960192
146,3.387758226058175,0.7018644091042373
147,3.5102065808465404,0.883906147927972
148,3.6081652646772326,0.824025952688269
149,3.686532211741786,0.8004278612072003
150,3.7492257693934286,0.8407163262218424
151,3.7993806155147434,0.8657967492621736
152,3.439504492411795,0.8618345762732198
153,2.9516035939294354,0.6346863122063162
154,3.161282875143548,0.7425403825071384
155,3.3290263001148386,0.728689182399857
156,3.4632210400918706,0.8344411392216687
157,3.5705768320734967,0.6062480461750579
158,3.6564614656587975,0.7172438158710882
159,3.725169172527038,0.9568481013210026
160,3.780135338021631,0.8273354577630472
161,3.8241082704173053,0.8079442513718184
162,3.859286616333844,0.5792029813241104
163,3.8874292930670755,0.8678514711945577
