task_type,seed/mean,seed/sem,reward/mean,reward/sem,success/mean,success/sem
easy,444.0,10.755935145075501,1.9684210526315788,0.06054645618434149,0.0912280701754386,0.0170856901441668
hard,444.0,10.755935145075501,1.7052631578947368,0.05936428160190833,0.08070175438596491,0.016162574273000403
