task_type,seed/mean,seed/sem,reward/mean,reward/sem,success/mean,success/sem
easy,444.0,10.755935145075501,2.150877192982456,0.06599416308602739,0.11929824561403508,0.019234118582140972
hard,444.0,10.755935145075501,2.0035087719298246,0.06118390608304464,0.0456140350877193,0.012380896644748401
